index,GridID,TimeInterval,DataCount
6244,98.0,2012-11-01 00:00:00-2012-11-01 00:20:00,5
2192,42.0,2012-11-01 00:00:00-2012-11-01 00:20:00,7
4793,77.0,2012-11-01 00:00:00-2012-11-01 00:20:00,13
3920,65.0,2012-11-01 00:00:00-2012-11-01 00:20:00,5
1881,38.0,2012-11-01 00:00:00-2012-11-01 00:20:00,7
3993,66.0,2012-11-01 00:00:00-2012-11-01 00:20:00,20
4211,69.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
2623,48.0,2012-11-01 00:00:00-2012-11-01 00:20:00,16
113,12.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
4502,73.0,2012-11-01 00:00:00-2012-11-01 00:20:00,13
2263,43.0,2012-11-01 00:00:00-2012-11-01 00:20:00,13
4720,76.0,2012-11-01 00:00:00-2012-11-01 00:20:00,9
4139,68.0,2012-11-01 00:00:00-2012-11-01 00:20:00,17
5568,88.0,2012-11-01 00:00:00-2012-11-01 00:20:00,6
1449,32.0,2012-11-01 00:00:00-2012-11-01 00:20:00,1
1103,27.0,2012-11-01 00:00:00-2012-11-01 00:20:00,6
3451,59.0,2012-11-01 00:00:00-2012-11-01 00:20:00,1
6106,96.0,2012-11-01 00:00:00-2012-11-01 00:20:00,4
3013,53.0,2012-11-01 00:00:00-2012-11-01 00:20:00,6
959,25.0,2012-11-01 00:00:00-2012-11-01 00:20:00,3
1666,35.0,2012-11-01 00:00:00-2012-11-01 00:20:00,6
313,15.0,2012-11-01 00:00:00-2012-11-01 00:20:00,1
4282,7.0,2012-11-01 00:00:00-2012-11-01 00:20:00,1
5831,92.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
2551,47.0,2012-11-01 00:00:00-2012-11-01 00:20:00,7
3158,55.0,2012-11-01 00:00:00-2012-11-01 00:20:00,4
1382,31.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
249,14.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
4648,75.0,2012-11-01 00:00:00-2012-11-01 00:20:00,8
2070,40.0,2012-11-01 00:00:00-2012-11-01 00:20:00,1
5206,83.0,2012-11-01 00:00:00-2012-11-01 00:20:00,7
3087,54.0,2012-11-01 00:00:00-2012-11-01 00:20:00,3
3846,64.0,2012-11-01 00:00:00-2012-11-01 00:20:00,10
2121,41.0,2012-11-01 00:00:00-2012-11-01 00:20:00,1
6036,95.0,2012-11-01 00:00:00-2012-11-01 00:20:00,3
3304,57.0,2012-11-01 00:00:00-2012-11-01 00:20:00,12
1175,28.0,2012-11-01 00:00:00-2012-11-01 00:20:00,3
5424,86.0,2012-11-01 00:00:00-2012-11-01 00:20:00,5
5639,89.0,2012-11-01 00:00:00-2012-11-01 00:20:00,3
889,24.0,2012-11-01 00:00:00-2012-11-01 00:20:00,3
1809,37.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
2695,49.0,2012-11-01 00:00:00-2012-11-01 00:20:00,5
751,22.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
4866,78.0,2012-11-01 00:00:00-2012-11-01 00:20:00,4
4575,74.0,2012-11-01 00:00:00-2012-11-01 00:20:00,6
385,16.0,2012-11-01 00:00:00-2012-11-01 00:20:00,1
3775,63.0,2012-11-01 00:00:00-2012-11-01 00:20:00,5
5279,84.0,2012-11-01 00:00:00-2012-11-01 00:20:00,14
1519,33.0,2012-11-01 00:00:00-2012-11-01 00:20:00,7
5964,94.0,2012-11-01 00:00:00-2012-11-01 00:20:00,3
3377,58.0,2012-11-01 00:00:00-2012-11-01 00:20:00,16
3231,56.0,2012-11-01 00:00:00-2012-11-01 00:20:00,6
1031,26.0,2012-11-01 00:00:00-2012-11-01 00:20:00,8
4066,67.0,2012-11-01 00:00:00-2012-11-01 00:20:00,13
2941,52.0,2012-11-01 00:00:00-2012-11-01 00:20:00,5
5496,87.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
2478,46.0,2012-11-01 00:00:00-2012-11-01 00:20:00,8
818,23.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
1953,39.0,2012-11-01 00:00:00-2012-11-01 00:20:00,2
1244,29.0,2012-11-01 00:00:00-2012-11-01 00:20:00,4
2405,45.0,2012-11-01 00:00:00-2012-11-01 00:20:00,8
2335,44.0,2012-11-01 00:00:00-2012-11-01 00:20:00,6
1592,34.0,2012-11-01 00:00:00-2012-11-01 00:20:00,9
5894,93.0,2012-11-01 00:00:00-2012-11-01 00:20:00,1
5351,85.0,2012-11-01 00:00:00-2012-11-01 00:20:00,13
4430,72.0,2012-11-01 00:00:00-2012-11-01 00:20:00,8
2122,41.0,2012-11-01 00:20:00-2012-11-01 00:40:00,8
2479,46.0,2012-11-01 00:20:00-2012-11-01 00:40:00,39
3305,57.0,2012-11-01 00:20:00-2012-11-01 00:40:00,82
3159,55.0,2012-11-01 00:20:00-2012-11-01 00:40:00,28
250,14.0,2012-11-01 00:20:00-2012-11-01 00:40:00,3
5280,84.0,2012-11-01 00:20:00-2012-11-01 00:40:00,41
2942,52.0,2012-11-01 00:20:00-2012-11-01 00:40:00,27
2809,50.0,2012-11-01 00:20:00-2012-11-01 00:40:00,4
2193,42.0,2012-11-01 00:20:00-2012-11-01 00:40:00,22
3707,62.0,2012-11-01 00:20:00-2012-11-01 00:40:00,15
1245,29.0,2012-11-01 00:20:00-2012-11-01 00:40:00,22
3584,60.0,2012-11-01 00:20:00-2012-11-01 00:40:00,11
2014,4.0,2012-11-01 00:20:00-2012-11-01 00:40:00,3
3921,65.0,2012-11-01 00:20:00-2012-11-01 00:40:00,28
6178,97.0,2012-11-01 00:20:00-2012-11-01 00:40:00,5
1032,26.0,2012-11-01 00:20:00-2012-11-01 00:40:00,26
4283,7.0,2012-11-01 00:20:00-2012-11-01 00:40:00,2
2873,51.0,2012-11-01 00:20:00-2012-11-01 00:40:00,9
3994,66.0,2012-11-01 00:20:00-2012-11-01 00:40:00,60
4212,69.0,2012-11-01 00:20:00-2012-11-01 00:40:00,4
5352,85.0,2012-11-01 00:20:00-2012-11-01 00:40:00,38
1383,31.0,2012-11-01 00:20:00-2012-11-01 00:40:00,10
5965,94.0,2012-11-01 00:20:00-2012-11-01 00:40:00,20
386,16.0,2012-11-01 00:20:00-2012-11-01 00:40:00,2
3088,54.0,2012-11-01 00:20:00-2012-11-01 00:40:00,30
6245,98.0,2012-11-01 00:20:00-2012-11-01 00:40:00,19
2552,47.0,2012-11-01 00:20:00-2012-11-01 00:40:00,39
1593,34.0,2012-11-01 00:20:00-2012-11-01 00:40:00,25
1176,28.0,2012-11-01 00:20:00-2012-11-01 00:40:00,8
5425,86.0,2012-11-01 00:20:00-2012-11-01 00:40:00,16
1954,39.0,2012-11-01 00:20:00-2012-11-01 00:40:00,4
3650,61.0,2012-11-01 00:20:00-2012-11-01 00:40:00,1
4649,75.0,2012-11-01 00:20:00-2012-11-01 00:40:00,33
1810,37.0,2012-11-01 00:20:00-2012-11-01 00:40:00,18
890,24.0,2012-11-01 00:20:00-2012-11-01 00:40:00,9
2406,45.0,2012-11-01 00:20:00-2012-11-01 00:40:00,24
5640,89.0,2012-11-01 00:20:00-2012-11-01 00:40:00,3
4140,68.0,2012-11-01 00:20:00-2012-11-01 00:40:00,65
6037,95.0,2012-11-01 00:20:00-2012-11-01 00:40:00,18
5207,83.0,2012-11-01 00:20:00-2012-11-01 00:40:00,30
4377,71.0,2012-11-01 00:20:00-2012-11-01 00:40:00,2
752,22.0,2012-11-01 00:20:00-2012-11-01 00:40:00,12
182,13.0,2012-11-01 00:20:00-2012-11-01 00:40:00,4
3847,64.0,2012-11-01 00:20:00-2012-11-01 00:40:00,38
3776,63.0,2012-11-01 00:20:00-2012-11-01 00:40:00,50
3378,58.0,2012-11-01 00:20:00-2012-11-01 00:40:00,60
2696,49.0,2012-11-01 00:20:00-2012-11-01 00:40:00,15
4067,67.0,2012-11-01 00:20:00-2012-11-01 00:40:00,63
4867,78.0,2012-11-01 00:20:00-2012-11-01 00:40:00,18
4576,74.0,2012-11-01 00:20:00-2012-11-01 00:40:00,34
5497,87.0,2012-11-01 00:20:00-2012-11-01 00:40:00,18
456,17.0,2012-11-01 00:20:00-2012-11-01 00:40:00,7
2624,48.0,2012-11-01 00:20:00-2012-11-01 00:40:00,61
4794,77.0,2012-11-01 00:20:00-2012-11-01 00:40:00,25
3452,59.0,2012-11-01 00:20:00-2012-11-01 00:40:00,15
314,15.0,2012-11-01 00:20:00-2012-11-01 00:40:00,12
960,25.0,2012-11-01 00:20:00-2012-11-01 00:40:00,23
4431,72.0,2012-11-01 00:20:00-2012-11-01 00:40:00,25
5154,82.0,2012-11-01 00:20:00-2012-11-01 00:40:00,2
4503,73.0,2012-11-01 00:20:00-2012-11-01 00:40:00,37
3014,53.0,2012-11-01 00:20:00-2012-11-01 00:40:00,21
4721,76.0,2012-11-01 00:20:00-2012-11-01 00:40:00,24
6316,99.0,2012-11-01 00:20:00-2012-11-01 00:40:00,3
5099,81.0,2012-11-01 00:20:00-2012-11-01 00:40:00,1
2336,44.0,2012-11-01 00:20:00-2012-11-01 00:40:00,24
4939,79.0,2012-11-01 00:20:00-2012-11-01 00:40:00,4
2264,43.0,2012-11-01 00:20:00-2012-11-01 00:40:00,38
5895,93.0,2012-11-01 00:20:00-2012-11-01 00:40:00,4
6107,96.0,2012-11-01 00:20:00-2012-11-01 00:40:00,26
1739,36.0,2012-11-01 00:20:00-2012-11-01 00:40:00,8
5708,9.0,2012-11-01 00:20:00-2012-11-01 00:40:00,2
819,23.0,2012-11-01 00:20:00-2012-11-01 00:40:00,14
1104,27.0,2012-11-01 00:20:00-2012-11-01 00:40:00,34
3232,56.0,2012-11-01 00:20:00-2012-11-01 00:40:00,29
114,12.0,2012-11-01 00:20:00-2012-11-01 00:40:00,12
1667,35.0,2012-11-01 00:20:00-2012-11-01 00:40:00,30
1882,38.0,2012-11-01 00:20:00-2012-11-01 00:40:00,23
688,21.0,2012-11-01 00:20:00-2012-11-01 00:40:00,1
1450,32.0,2012-11-01 00:20:00-2012-11-01 00:40:00,21
1520,33.0,2012-11-01 00:20:00-2012-11-01 00:40:00,47
5569,88.0,2012-11-01 00:20:00-2012-11-01 00:40:00,24
961,25.0,2012-11-01 00:40:00-2012-11-01 01:00:00,14
5426,86.0,2012-11-01 00:40:00-2012-11-01 01:00:00,19
4650,75.0,2012-11-01 00:40:00-2012-11-01 01:00:00,28
891,24.0,2012-11-01 00:40:00-2012-11-01 01:00:00,2
2407,45.0,2012-11-01 00:40:00-2012-11-01 01:00:00,34
5208,83.0,2012-11-01 00:40:00-2012-11-01 01:00:00,17
2337,44.0,2012-11-01 00:40:00-2012-11-01 01:00:00,20
4141,68.0,2012-11-01 00:40:00-2012-11-01 01:00:00,51
1451,32.0,2012-11-01 00:40:00-2012-11-01 01:00:00,10
5641,89.0,2012-11-01 00:40:00-2012-11-01 01:00:00,6
1811,37.0,2012-11-01 00:40:00-2012-11-01 01:00:00,10
1668,35.0,2012-11-01 00:40:00-2012-11-01 01:00:00,11
3015,53.0,2012-11-01 00:40:00-2012-11-01 01:00:00,31
1594,34.0,2012-11-01 00:40:00-2012-11-01 01:00:00,26
3379,58.0,2012-11-01 00:40:00-2012-11-01 01:00:00,48
1384,31.0,2012-11-01 00:40:00-2012-11-01 01:00:00,5
1246,29.0,2012-11-01 00:40:00-2012-11-01 01:00:00,4
6179,97.0,2012-11-01 00:40:00-2012-11-01 01:00:00,5
2943,52.0,2012-11-01 00:40:00-2012-11-01 01:00:00,21
1521,33.0,2012-11-01 00:40:00-2012-11-01 01:00:00,32
3306,57.0,2012-11-01 00:40:00-2012-11-01 01:00:00,78
251,14.0,2012-11-01 00:40:00-2012-11-01 01:00:00,3
4432,72.0,2012-11-01 00:40:00-2012-11-01 01:00:00,30
608,2.0,2012-11-01 00:40:00-2012-11-01 01:00:00,1
4068,67.0,2012-11-01 00:40:00-2012-11-01 01:00:00,80
3089,54.0,2012-11-01 00:40:00-2012-11-01 01:00:00,24
315,15.0,2012-11-01 00:40:00-2012-11-01 01:00:00,8
5832,92.0,2012-11-01 00:40:00-2012-11-01 01:00:00,2
6038,95.0,2012-11-01 00:40:00-2012-11-01 01:00:00,28
3848,64.0,2012-11-01 00:40:00-2012-11-01 01:00:00,28
5498,87.0,2012-11-01 00:40:00-2012-11-01 01:00:00,18
6108,96.0,2012-11-01 00:40:00-2012-11-01 01:00:00,23
2123,41.0,2012-11-01 00:40:00-2012-11-01 01:00:00,15
820,23.0,2012-11-01 00:40:00-2012-11-01 01:00:00,9
1177,28.0,2012-11-01 00:40:00-2012-11-01 01:00:00,7
1955,39.0,2012-11-01 00:40:00-2012-11-01 01:00:00,6
3453,59.0,2012-11-01 00:40:00-2012-11-01 01:00:00,19
689,21.0,2012-11-01 00:40:00-2012-11-01 01:00:00,10
183,13.0,2012-11-01 00:40:00-2012-11-01 01:00:00,6
3777,63.0,2012-11-01 00:40:00-2012-11-01 01:00:00,37
2265,43.0,2012-11-01 00:40:00-2012-11-01 01:00:00,43
2194,42.0,2012-11-01 00:40:00-2012-11-01 01:00:00,21
4795,77.0,2012-11-01 00:40:00-2012-11-01 01:00:00,29
5353,85.0,2012-11-01 00:40:00-2012-11-01 01:00:00,31
3585,60.0,2012-11-01 00:40:00-2012-11-01 01:00:00,9
3233,56.0,2012-11-01 00:40:00-2012-11-01 01:00:00,23
3708,62.0,2012-11-01 00:40:00-2012-11-01 01:00:00,12
2810,50.0,2012-11-01 00:40:00-2012-11-01 01:00:00,1
2015,4.0,2012-11-01 00:40:00-2012-11-01 01:00:00,1
5281,84.0,2012-11-01 00:40:00-2012-11-01 01:00:00,38
3922,65.0,2012-11-01 00:40:00-2012-11-01 01:00:00,17
1883,38.0,2012-11-01 00:40:00-2012-11-01 01:00:00,21
4940,79.0,2012-11-01 00:40:00-2012-11-01 01:00:00,5
4284,7.0,2012-11-01 00:40:00-2012-11-01 01:00:00,1
4213,69.0,2012-11-01 00:40:00-2012-11-01 01:00:00,7
2874,51.0,2012-11-01 00:40:00-2012-11-01 01:00:00,5
1033,26.0,2012-11-01 00:40:00-2012-11-01 01:00:00,16
1740,36.0,2012-11-01 00:40:00-2012-11-01 01:00:00,11
3995,66.0,2012-11-01 00:40:00-2012-11-01 01:00:00,58
115,12.0,2012-11-01 00:40:00-2012-11-01 01:00:00,8
5966,94.0,2012-11-01 00:40:00-2012-11-01 01:00:00,16
4504,73.0,2012-11-01 00:40:00-2012-11-01 01:00:00,31
2480,46.0,2012-11-01 00:40:00-2012-11-01 01:00:00,44
5896,93.0,2012-11-01 00:40:00-2012-11-01 01:00:00,2
4722,76.0,2012-11-01 00:40:00-2012-11-01 01:00:00,28
6317,99.0,2012-11-01 00:40:00-2012-11-01 01:00:00,1
3160,55.0,2012-11-01 00:40:00-2012-11-01 01:00:00,17
4577,74.0,2012-11-01 00:40:00-2012-11-01 01:00:00,28
1105,27.0,2012-11-01 00:40:00-2012-11-01 01:00:00,34
577,19.0,2012-11-01 00:40:00-2012-11-01 01:00:00,1
2697,49.0,2012-11-01 00:40:00-2012-11-01 01:00:00,7
6246,98.0,2012-11-01 00:40:00-2012-11-01 01:00:00,11
4868,78.0,2012-11-01 00:40:00-2012-11-01 01:00:00,16
2553,47.0,2012-11-01 00:40:00-2012-11-01 01:00:00,31
5570,88.0,2012-11-01 00:40:00-2012-11-01 01:00:00,16
753,22.0,2012-11-01 00:40:00-2012-11-01 01:00:00,5
5155,82.0,2012-11-01 00:40:00-2012-11-01 01:00:00,1
2625,48.0,2012-11-01 00:40:00-2012-11-01 01:00:00,50
387,16.0,2012-11-01 00:40:00-2012-11-01 01:00:00,4
316,15.0,2012-11-01 01:00:00-2012-11-01 01:20:00,6
1247,29.0,2012-11-01 01:00:00-2012-11-01 01:20:00,3
5642,89.0,2012-11-01 01:00:00-2012-11-01 01:20:00,11
2626,48.0,2012-11-01 01:00:00-2012-11-01 01:20:00,34
252,14.0,2012-11-01 01:00:00-2012-11-01 01:20:00,3
754,22.0,2012-11-01 01:00:00-2012-11-01 01:20:00,7
5709,9.0,2012-11-01 01:00:00-2012-11-01 01:20:00,2
5209,83.0,2012-11-01 01:00:00-2012-11-01 01:20:00,23
821,23.0,2012-11-01 01:00:00-2012-11-01 01:20:00,10
1956,39.0,2012-11-01 01:00:00-2012-11-01 01:20:00,3
388,16.0,2012-11-01 01:00:00-2012-11-01 01:20:00,1
4651,75.0,2012-11-01 01:00:00-2012-11-01 01:20:00,32
5282,84.0,2012-11-01 01:00:00-2012-11-01 01:20:00,36
1884,38.0,2012-11-01 01:00:00-2012-11-01 01:20:00,27
6109,96.0,2012-11-01 01:00:00-2012-11-01 01:20:00,23
4723,76.0,2012-11-01 01:00:00-2012-11-01 01:20:00,21
4796,77.0,2012-11-01 01:00:00-2012-11-01 01:20:00,30
4214,69.0,2012-11-01 01:00:00-2012-11-01 01:20:00,6
5354,85.0,2012-11-01 01:00:00-2012-11-01 01:20:00,31
5967,94.0,2012-11-01 01:00:00-2012-11-01 01:20:00,15
3380,58.0,2012-11-01 01:00:00-2012-11-01 01:20:00,46
2811,50.0,2012-11-01 01:00:00-2012-11-01 01:20:00,1
2195,42.0,2012-11-01 01:00:00-2012-11-01 01:20:00,16
3586,60.0,2012-11-01 01:00:00-2012-11-01 01:20:00,5
3709,62.0,2012-11-01 01:00:00-2012-11-01 01:20:00,11
2338,44.0,2012-11-01 01:00:00-2012-11-01 01:20:00,19
3923,65.0,2012-11-01 01:00:00-2012-11-01 01:20:00,12
3849,64.0,2012-11-01 01:00:00-2012-11-01 01:20:00,27
4433,72.0,2012-11-01 01:00:00-2012-11-01 01:20:00,17
2875,51.0,2012-11-01 01:00:00-2012-11-01 01:20:00,3
3996,66.0,2012-11-01 01:00:00-2012-11-01 01:20:00,42
51,11.0,2012-11-01 01:00:00-2012-11-01 01:20:00,1
1385,31.0,2012-11-01 01:00:00-2012-11-01 01:20:00,5
2698,49.0,2012-11-01 01:00:00-2012-11-01 01:20:00,19
5897,93.0,2012-11-01 01:00:00-2012-11-01 01:20:00,6
1741,36.0,2012-11-01 01:00:00-2012-11-01 01:20:00,9
116,12.0,2012-11-01 01:00:00-2012-11-01 01:20:00,4
4505,73.0,2012-11-01 01:00:00-2012-11-01 01:20:00,24
2266,43.0,2012-11-01 01:00:00-2012-11-01 01:20:00,39
4941,79.0,2012-11-01 01:00:00-2012-11-01 01:20:00,4
5007,8.0,2012-11-01 01:00:00-2012-11-01 01:20:00,2
5571,88.0,2012-11-01 01:00:00-2012-11-01 01:20:00,14
3016,53.0,2012-11-01 01:00:00-2012-11-01 01:20:00,20
1106,27.0,2012-11-01 01:00:00-2012-11-01 01:20:00,27
3454,59.0,2012-11-01 01:00:00-2012-11-01 01:20:00,25
1452,32.0,2012-11-01 01:00:00-2012-11-01 01:20:00,7
1669,35.0,2012-11-01 01:00:00-2012-11-01 01:20:00,16
1522,33.0,2012-11-01 01:00:00-2012-11-01 01:20:00,26
3161,55.0,2012-11-01 01:00:00-2012-11-01 01:20:00,14
962,25.0,2012-11-01 01:00:00-2012-11-01 01:20:00,13
4869,78.0,2012-11-01 01:00:00-2012-11-01 01:20:00,12
4069,67.0,2012-11-01 01:00:00-2012-11-01 01:20:00,67
6180,97.0,2012-11-01 01:00:00-2012-11-01 01:20:00,6
3307,57.0,2012-11-01 01:00:00-2012-11-01 01:20:00,59
6039,95.0,2012-11-01 01:00:00-2012-11-01 01:20:00,13
3090,54.0,2012-11-01 01:00:00-2012-11-01 01:20:00,7
1178,28.0,2012-11-01 01:00:00-2012-11-01 01:20:00,5
2124,41.0,2012-11-01 01:00:00-2012-11-01 01:20:00,13
1812,37.0,2012-11-01 01:00:00-2012-11-01 01:20:00,5
5427,86.0,2012-11-01 01:00:00-2012-11-01 01:20:00,25
892,24.0,2012-11-01 01:00:00-2012-11-01 01:20:00,8
3234,56.0,2012-11-01 01:00:00-2012-11-01 01:20:00,21
5499,87.0,2012-11-01 01:00:00-2012-11-01 01:20:00,21
1595,34.0,2012-11-01 01:00:00-2012-11-01 01:20:00,24
5758,90.0,2012-11-01 01:00:00-2012-11-01 01:20:00,2
457,17.0,2012-11-01 01:00:00-2012-11-01 01:20:00,2
2408,45.0,2012-11-01 01:00:00-2012-11-01 01:20:00,17
3778,63.0,2012-11-01 01:00:00-2012-11-01 01:20:00,22
2554,47.0,2012-11-01 01:00:00-2012-11-01 01:20:00,36
6247,98.0,2012-11-01 01:00:00-2012-11-01 01:20:00,14
4578,74.0,2012-11-01 01:00:00-2012-11-01 01:20:00,19
2481,46.0,2012-11-01 01:00:00-2012-11-01 01:20:00,45
4142,68.0,2012-11-01 01:00:00-2012-11-01 01:20:00,58
1034,26.0,2012-11-01 01:00:00-2012-11-01 01:20:00,19
2944,52.0,2012-11-01 01:00:00-2012-11-01 01:20:00,25
1248,29.0,2012-11-01 01:20:00-2012-11-01 01:40:00,2
5051,80.0,2012-11-01 01:20:00-2012-11-01 01:40:00,2
5008,8.0,2012-11-01 01:20:00-2012-11-01 01:40:00,3
1523,33.0,2012-11-01 01:20:00-2012-11-01 01:40:00,20
5833,92.0,2012-11-01 01:20:00-2012-11-01 01:40:00,4
1957,39.0,2012-11-01 01:20:00-2012-11-01 01:40:00,6
1596,34.0,2012-11-01 01:20:00-2012-11-01 01:40:00,16
609,2.0,2012-11-01 01:20:00-2012-11-01 01:40:00,2
3235,56.0,2012-11-01 01:20:00-2012-11-01 01:40:00,29
3997,66.0,2012-11-01 01:20:00-2012-11-01 01:40:00,56
1453,32.0,2012-11-01 01:20:00-2012-11-01 01:40:00,4
1386,31.0,2012-11-01 01:20:00-2012-11-01 01:40:00,3
3308,57.0,2012-11-01 01:20:00-2012-11-01 01:40:00,68
6040,95.0,2012-11-01 01:20:00-2012-11-01 01:40:00,6
1813,37.0,2012-11-01 01:20:00-2012-11-01 01:40:00,4
5210,83.0,2012-11-01 01:20:00-2012-11-01 01:40:00,24
4143,68.0,2012-11-01 01:20:00-2012-11-01 01:40:00,54
458,17.0,2012-11-01 01:20:00-2012-11-01 01:40:00,3
3779,63.0,2012-11-01 01:20:00-2012-11-01 01:40:00,15
755,22.0,2012-11-01 01:20:00-2012-11-01 01:40:00,5
389,16.0,2012-11-01 01:20:00-2012-11-01 01:40:00,11
4870,78.0,2012-11-01 01:20:00-2012-11-01 01:40:00,9
3162,55.0,2012-11-01 01:20:00-2012-11-01 01:40:00,9
4797,77.0,2012-11-01 01:20:00-2012-11-01 01:40:00,13
2699,49.0,2012-11-01 01:20:00-2012-11-01 01:40:00,8
3710,62.0,2012-11-01 01:20:00-2012-11-01 01:40:00,14
2876,51.0,2012-11-01 01:20:00-2012-11-01 01:40:00,6
5968,94.0,2012-11-01 01:20:00-2012-11-01 01:40:00,12
690,21.0,2012-11-01 01:20:00-2012-11-01 01:40:00,8
1742,36.0,2012-11-01 01:20:00-2012-11-01 01:40:00,9
4942,79.0,2012-11-01 01:20:00-2012-11-01 01:40:00,4
5784,91.0,2012-11-01 01:20:00-2012-11-01 01:40:00,1
1885,38.0,2012-11-01 01:20:00-2012-11-01 01:40:00,20
5283,84.0,2012-11-01 01:20:00-2012-11-01 01:40:00,30
1670,35.0,2012-11-01 01:20:00-2012-11-01 01:40:00,7
2945,52.0,2012-11-01 01:20:00-2012-11-01 01:40:00,18
4070,67.0,2012-11-01 01:20:00-2012-11-01 01:40:00,67
2016,4.0,2012-11-01 01:20:00-2012-11-01 01:40:00,1
3381,58.0,2012-11-01 01:20:00-2012-11-01 01:40:00,31
2267,43.0,2012-11-01 01:20:00-2012-11-01 01:40:00,25
822,23.0,2012-11-01 01:20:00-2012-11-01 01:40:00,12
2125,41.0,2012-11-01 01:20:00-2012-11-01 01:40:00,5
3455,59.0,2012-11-01 01:20:00-2012-11-01 01:40:00,10
2627,48.0,2012-11-01 01:20:00-2012-11-01 01:40:00,39
4215,69.0,2012-11-01 01:20:00-2012-11-01 01:40:00,10
963,25.0,2012-11-01 01:20:00-2012-11-01 01:40:00,17
4434,72.0,2012-11-01 01:20:00-2012-11-01 01:40:00,15
1179,28.0,2012-11-01 01:20:00-2012-11-01 01:40:00,9
3091,54.0,2012-11-01 01:20:00-2012-11-01 01:40:00,24
6181,97.0,2012-11-01 01:20:00-2012-11-01 01:40:00,8
2339,44.0,2012-11-01 01:20:00-2012-11-01 01:40:00,13
184,13.0,2012-11-01 01:20:00-2012-11-01 01:40:00,8
52,11.0,2012-11-01 01:20:00-2012-11-01 01:40:00,1
5572,88.0,2012-11-01 01:20:00-2012-11-01 01:40:00,13
1107,27.0,2012-11-01 01:20:00-2012-11-01 01:40:00,17
3850,64.0,2012-11-01 01:20:00-2012-11-01 01:40:00,17
1035,26.0,2012-11-01 01:20:00-2012-11-01 01:40:00,14
2482,46.0,2012-11-01 01:20:00-2012-11-01 01:40:00,25
3587,60.0,2012-11-01 01:20:00-2012-11-01 01:40:00,4
117,12.0,2012-11-01 01:20:00-2012-11-01 01:40:00,4
3924,65.0,2012-11-01 01:20:00-2012-11-01 01:40:00,18
2,10.0,2012-11-01 01:20:00-2012-11-01 01:40:00,1
4652,75.0,2012-11-01 01:20:00-2012-11-01 01:40:00,18
2196,42.0,2012-11-01 01:20:00-2012-11-01 01:40:00,13
5643,89.0,2012-11-01 01:20:00-2012-11-01 01:40:00,3
4724,76.0,2012-11-01 01:20:00-2012-11-01 01:40:00,19
5355,85.0,2012-11-01 01:20:00-2012-11-01 01:40:00,12
5500,87.0,2012-11-01 01:20:00-2012-11-01 01:40:00,20
4579,74.0,2012-11-01 01:20:00-2012-11-01 01:40:00,8
4506,73.0,2012-11-01 01:20:00-2012-11-01 01:40:00,22
2555,47.0,2012-11-01 01:20:00-2012-11-01 01:40:00,17
6110,96.0,2012-11-01 01:20:00-2012-11-01 01:40:00,29
3017,53.0,2012-11-01 01:20:00-2012-11-01 01:40:00,14
6248,98.0,2012-11-01 01:20:00-2012-11-01 01:40:00,9
893,24.0,2012-11-01 01:20:00-2012-11-01 01:40:00,5
2409,45.0,2012-11-01 01:20:00-2012-11-01 01:40:00,10
5428,86.0,2012-11-01 01:20:00-2012-11-01 01:40:00,17
317,15.0,2012-11-01 01:20:00-2012-11-01 01:40:00,4
3309,57.0,2012-11-01 01:40:00-2012-11-01 02:00:00,50
3456,59.0,2012-11-01 01:40:00-2012-11-01 02:00:00,18
6182,97.0,2012-11-01 01:40:00-2012-11-01 02:00:00,3
1454,32.0,2012-11-01 01:40:00-2012-11-01 02:00:00,7
5969,94.0,2012-11-01 01:40:00-2012-11-01 02:00:00,8
1387,31.0,2012-11-01 01:40:00-2012-11-01 02:00:00,2
3588,60.0,2012-11-01 01:40:00-2012-11-01 02:00:00,4
2197,42.0,2012-11-01 01:40:00-2012-11-01 02:00:00,11
5156,82.0,2012-11-01 01:40:00-2012-11-01 02:00:00,2
2556,47.0,2012-11-01 01:40:00-2012-11-01 02:00:00,17
5573,88.0,2012-11-01 01:40:00-2012-11-01 02:00:00,4
459,17.0,2012-11-01 01:40:00-2012-11-01 02:00:00,1
118,12.0,2012-11-01 01:40:00-2012-11-01 02:00:00,6
4144,68.0,2012-11-01 01:40:00-2012-11-01 02:00:00,42
3998,66.0,2012-11-01 01:40:00-2012-11-01 02:00:00,39
3780,63.0,2012-11-01 01:40:00-2012-11-01 02:00:00,15
894,24.0,2012-11-01 01:40:00-2012-11-01 02:00:00,2
4507,73.0,2012-11-01 01:40:00-2012-11-01 02:00:00,11
2126,41.0,2012-11-01 01:40:00-2012-11-01 02:00:00,10
1814,37.0,2012-11-01 01:40:00-2012-11-01 02:00:00,5
2268,43.0,2012-11-01 01:40:00-2012-11-01 02:00:00,21
4943,79.0,2012-11-01 01:40:00-2012-11-01 02:00:00,2
